RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,GENDER,FIRST_GENERATION_IND,ATSI_DESC,ATSI_GROUP,REGIONAL_REMOTE,SES,ADMISSION_PATHWAY,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2025,5259,2025 Term 3,Postgraduate,5420,Orientation and Mobility,66580,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,O & M Practice,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,VISN5523,5523,WILC,12799047
Local,2025,5256,2025 Term 2,Postgraduate,5420,Orientation and Mobility,66580,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,O & M Practice,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,VISN5523,5523,WILC,12799047
International,2025,5259,2025 Term 3,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM2233,2233,WILC,12805061
Local,2025,5256,2025 Term 2,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66850,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,"PTP: Rheum, Derm, Eye, Ear",M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3022,3022,WILC,12972231
Local,2025,5256,2025 Term 2,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66890,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Resp and Infect Diseases,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3021,3021,WILC,12972231
Local,2025,5259,2025 Term 3,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66925,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Gastro and Liver,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3032,3032,WILC,12972231
Local,2025,5259,2025 Term 3,Undergraduate,3895,Pharmaceutical Med/Pharmacy,66849,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,PTP: Cardiovasc and Renal,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,PHRM3031,3031,WILC,12972231
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC2516,2516,WILC,12956345
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC2515,2515,WILC,12956345
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC2514,2514,WILC,12956345
Local,2025,5256,2025 Term 2,Undergraduate,3521,Commerce/Economics,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,COMM2222,2222,WILC,12961310
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,13030800
International,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,ATAR,MFAC2515,2515,WILC,13112676
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,ATAR,MFAC2514,2514,WILC,13112676
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,ATAR,MFAC2516,2516,WILC,13112676
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64384,1,COMM,UNSW Business School,COMM,UNSW Business School,Enterprise Skills,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5008,5008,WILC,14031760
International,2025,5259,2025 Term 3,Postgraduate,8417,Commerce (Extension),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,27979231
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5044,5044,WILC,28895718
International,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,29061598
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,29343030
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,43444671
International,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,43817626
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,44061120
International,2025,5253,2025 Term 1,Undergraduate,3764,Engineering (Hons)/Commerce,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,44688307
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,44991332
International,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,45399298
International,2025,5253,2025 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,45698819
Local,2025,5253,2025 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,PLTX1300,1300,WILC,46624069
Local,2025,5253,2025 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,PLTX2020,2020,WILC,46624069
Local,2025,5253,2025 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,ENGG4999,4999,WILC,46977701
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,ENGG4999,4999,WILC,46970554
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47090213
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47070335
Local,2025,5253,2025 Term 1,Undergraduate,3635,Eng (Civil w Arch) (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47074075
Local,2025,5253,2025 Term 1,Undergraduate,3762,AdvSci(Hons)/Engineering(Hons),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,ENGG4999,4999,WILC,47118717
Local,2025,5253,2025 Term 1,Undergraduate,3767,Engineering (Hons) / Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47100614
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,FEAS,ENGG4999,4999,WILC,47090456
Local,2025,5256,2025 Term 2,Non-Award,6006,Visiting Student Program,66057,1,ADMIN,Division of Registrar and Deputy Principal,ADMIN,Division of Registrar and Deputy Principal,HDR Internship,M,Non First Generation,Unknown,Non Indigenous,Unknown,Unknown,Others,REGZ9901,9901,WILC,140853575
Local,2025,5259,2025 Term 3,Non-Award,6006,Visiting Student Program,66057,1,ADMIN,Division of Registrar and Deputy Principal,ADMIN,Division of Registrar and Deputy Principal,HDR Internship,M,Non First Generation,Unknown,Non Indigenous,Unknown,Unknown,Others,REGZ9901,9901,WILC,140853575
Local,2025,5256,2025 Term 2,Postgraduate,8266,Clinical Neuropsychology,67107,1,SCI,Faculty of Science,PSYC,School of Psychology,Neuropsychology (NPEP2),F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,PSYC7238,7238,WILC,101105
Local,2025,5256,2025 Term 2,Postgraduate,8266,Clinical Neuropsychology,67665,1,SCI,Faculty of Science,PSYC,School of Psychology,Professional Psychological,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,PSYC7777,7777,WILC,101105
Local,2025,5253,2025 Term 1,Postgraduate,8266,Clinical Neuropsychology,67106,1,SCI,Faculty of Science,PSYC,School of Psychology,Neuropsychology (NPEP1),F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,PSYC7237,7237,WILC,101105
Local,2025,5253,2025 Term 1,Postgraduate,8266,Clinical Neuropsychology,67665,1,SCI,Faculty of Science,PSYC,School of Psychology,Professional Psychological,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,PSYC7777,7777,WILC,101105
International,2025,5256,2025 Term 2,Postgraduate,7355,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,COMM5030,5030,WILC,1329696
International,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3509,3509,WILC,1273948
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3504,3504,WILC,1273948
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3515,3515,WILC,1273948
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3505,3505,WILC,1273948
International,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3514,3514,WILC,1273948
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC2507,2507,WILC,1573095
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3515,3515,WILC,1648273
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3509,3509,WILC,1648273
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3508,3508,WILC,1648273
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3514,3514,WILC,1648273
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3506,3506,WILC,1648273
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3504,3504,WILC,1654306
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3501,3501,WILC,1654306
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3506,3506,WILC,1654306
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3502,3502,WILC,1654306
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3505,3505,WILC,1654306
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3503,3503,WILC,6061136
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3502,3502,WILC,6061136
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3508,3508,WILC,6061136
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,ATAR,MFAC3501,3501,WILC,6061136
